,text,prediction
19,هائِلٌ تَحَدَّثَ فِيهِ تَفاعُلاتٌ نَوَوِيّه تَصِل دَرَجَةِ الحَرارَةِ,هائِلٌ تَحَدَّثَ فِيهِ تَفاعُلاتٌ نَوَوِيّه تَصِل دَرَجَةِ الحَرارَةِ
20,ذَهَبَ نُوح مُظَفَّر ضِرْغام بِصُحْبَةِ رَؤُوف بِن لؤي رايق ظافِر,ذَهَبَ نُوح مُظَفَّر ضِرْغام بِصُحْبَةِ رَؤُوف بِن لؤي رايق ظافِر
21,الَّتِي تُسَكِّنها القَبائِلِ المتبديه، وَتَقَع فِي شَمالها وَفِي,الَّتِي تُسَكِّنها القَبائِلِ المتبديه، وَتَقَع فِي شَمالها وَفِي
22,بِلُبّ شاعِرِ الصِينِ الكَبِيرِ لِيَ بِأَيّ فِي زَمَنٍ,بِلُبّ شاعِرِ الصِينِ الكَبِيرِ لِيَ بِأَيّ فِي زَمَنٍ
23,أَنَّنا فِي الحج. هَل تَعْلَم فائِدَةٍ الكَلِماتُ التالِيَة لِهٰذا النَصِّ,أَنَّنا فِي الحج. هَل تَعْلَم فائِدَةٍ الكَلِماتُ التالِيَة لِهٰذا النَصِّ
24,أَساسِيَّةٍ ،وتدربهم عَلَى تَوَلِّي,أَساسِيَّةٍ ،وتدربهم عَلَى تَوَلِّي
25,مَعَ البِيئَةِ اليابانِيَّةِ وَخُصُوصِيَّتها الثقافيه. كَما تَضَمَّنَ مَشْرُوعِ,مَعَ البِيئَةِ اليابانِيَّةِ وَخُصُوصِيَّتها الثقافيه. كَما تَضَمَّنَ مَشْرُوعِ
26,عَمَلٍ مُؤَرَّخ الجاهليه، يَنْطَبِق أَيْضاً عَلَى أَهَمِّيَّةً شَعَرَ,عَمَلٍ مُؤَرَّخ الجاهليه، يَنْطَبِق أَيْضاً عَلَى أَهَمِّيَّةً شَعَرَ
27,وَقَد ذَهَبَ بِعَضُّهُم إِلَى إِن العَرَبِيَّةِ الشَرْقِيَّةِ كانَت,وَقَد ذَهَبَ بِعَضُّهُم إِلَى إِن العَرَبِيَّةِ الشَرْقِيَّةِ كانَت
28,الأَساسِيُّ لِلطاقَةِ وَمِنها تَسْتَمِدّ الأَرْضِ الحَرارَةِ الَّتِي تَحْتاجها,الأَساسِيُّ لِلطاقَةِ وَمِنها تَسْتَمِدّ الأَرْضِ الحَرارَةِ الَّتِي تَحْتاجها
29,مَعْهَدِ كونفوشيوس فِي جامِعَةِ قَناةِ السويس، أَقامَهُ مُنْتَدَى,مَعْهَدِ كونفوشيوس فِي جامِعَةِ قَناةِ السويس، أَقامَهُ مُنْتَدَى
30,سِتَّ وَعِشْرِينَ دَرَجَةِ غَرْباً وَاِثْنَتانِ وَثَلاثِينَ,سِتَّ وَعِشْرِينَ دَرَجَةِ غَرْباً وَاِثْنَتانِ وَثَلاثِينَ
31,فِي الفُرَصِ وَيَحِقّ لِلطُلّابِ ذَوِي المُتَطَلَّباتِ التَعْلِيمِيَّةِ الخاصَّةِ,فِي الفُرَصِ وَيَدِقّ لِلطُلّابِ ذَوِي المُنَطَّلَياتِ التَعْلِيمِيَّةِ الخاصَّةِ
32,وَذٰلِكَ بِمَدِينَة شانغْهاي تَبْلُغ سَعَة التَخْزِين لَقُرْص الأَشِعَّة,وَذٰلِكَ بِمَدِينَة شانغْهاي تَبْلُغ سَعَة التَحْزِين لَقُرْص الأَشِعَّة
33,إِلّا أَنَّهُ لَم يَتَمَكَّن مَعَ ذٰلِكَ مِن العَضّ,إِلّا أَنَّهُ لَم يَتَمَكَّن مَعَ ذٰلِكَ مِن العَضّ
34,الأُخْرَى,الأُخْرَى
35,أَمّا الكروم، فَقَد غَرَسَت فِي مَناطِقِ مِن الجَزِيرَةِ,أَمّا الكروم، فَقَد غَرَسَت فِي مَناطِقِ مِن الجَزِيرَةِ
36,التَرْبِيَةِ والتكوين، حَظِيَ بِدَعْمٍ قَوِيٍّ مِن قِبَلَ أَعْلَى,التَرْبِيَةِ والتكوين، حَظِيَ بِدَعْمٍ قَوِيٍّ مِن قِبَلَ أَعْلَى
37,الرِيفِيّات اللّاتِي عَمِلْنَ فِي المُدُنِ وَاللّاتِي لَم يُغادِرْنَ,الرِيفِيّات اللّاتِي عَمِلْنَ فِي المُدُنِ وَاللّاتِي لَم يُغادِرْنَ
38,وَأَشارُوا فِي حَدِيثهم إِلَى أَنَّ مُسْتَوَياتٍ,وَأَشارُوا فِي حَدِيثهم إِلَى أَنَّ مُسْتَوَياتٍ
39,مَرْحَلَةِ التَعْلِيمِ الثانَوِيِّ,مَرْحَلَةِ التَعْلِيمِ الثانَوِيِّ
40,العَرِيقِ وَالحاضِر المُفِيدِ وَالمُسْتَقْبَلِ المَشْرِقِ,العَرِيقِ وَالحاضِر المُفِيدِ وَالمُسْتَقْبَلِ المَشْرِقِ
41,أَخِيرا لَم تَكُن جَمِيعُها نُصُوصاً حميريه,أَخِيرا لَم تَكُن جَمِيعُها نُصُوصاً حميريه
42,وَتَوَّهَ الرَئِيسِ إِلَى أَهَمِّيَّةً دَعْمِ العُمّالِ الفَلّاحَيْنِ العائِدِينَ,وَتَوَّهَ الرَئِيسِ إِلَى أَهَمِّيَّةً دَعْمِ العُمّالِ الفَلّاحَيْنِ العائِدِينَ
43,طَبَّقَت عَلَى الأَشْجارِ خِلالَ فَتْرَةٍ الدراسه، حَيْثُ اِعْتَمَدَ,طَبَّقَت عَلَى الأَشْجارِ عَلَى فَتْرَةٍ الدراسه، حَيْثُ اِعْتَمَدَ
44,وَطُرُقِ الإِنْتاجِ بِأَدْنَى مُسْتَوَياتٍ الحراثه، حَيْثُ كانَت العَلاقَةِ,وَطُرُقِ الإِنْتاجِ بِأَدْنَى مُسْتَوَياتٍ الحراثه، حَيْثُ كانَت العَلاقَةِ
45,عُمَر الأَشْجارِ مِن أَجْلِ تَجْدِيدِ شَباب الأَشْجارِ وَتَحْسِينِ,عُمَر الأَشْجارِ مِن أَجْلِ تَجْدِيدِ شَباب الأَشْجارِ وَتَحْسِينِ
46,كِتابِ الأَخ الأُسْتاذ / عَلَى مُصْطَفَى المصراتي ،,كِتابِ الأَخ الأُسْتاذ / عَلَى مُصْطَفَى المصراتي ،
47,كانَ أَبْخَل مِن بَرّاً اللّٰه وَأَطْيَب مِن بَرّاً,كانَ أَبْخَل مِن بَرّاً اللّٰه وَأَطْيَب مِن بَرّاً
48,مُشْتَقّه مِن فِعْلٍ شائِع,مُشْتَقّه مِن فِعْلٍ شائِع
49,عِلْماً لَقَوْمِيّه فِي الشِعْرِ الجاهِلِيّ,عِلْماً لَقَوْمِيّه فِي الشِعْرِ الجاهِلِيّ
50,فِي بِعَضِّ المواسم، أَو كانَ بَقايا نهر، أَثَّرَت,فِي بِعَضِّ المواسم، أَو كانَ بَقايا نهر، أَثَّرَت
51,لِلشِعْرِ عِنْدَ الجاهِلِيَّيْنِ إِلّا أَنَّنا لا نَجِد حمادا,لِلشِعْرِ عِنْدَ الجاهِلِيَّيْنِ إِلّا أَنَّنا لا نَجِد حمادا
52,وَكانَ التُجّارِ الأَجانِبِ قَد حَصَلُوا مُنْذُ القَرْنِ السادِسِ,وَكانَ التُجّارِ الأَجانِبِ قَد حَصَلُوا مُنْذُ القَرْنِ السادِسِ
53,وَالقائِلُونَ إِن سارِقَيْنِ مِن أَصْلِ لَفْظَتَيْنِ سارّه ووج,وَالقائِلُونَ إِن سارِقَيْنِ مِن أَصْلِ لَفْظَتَيْنِ سارّه ووج
54,هٰذا التَقْسِيم وَما رَواهُ الرُواة مِن أَخْبارُ تِلْكَ,هٰذا التَقْسِيم وَما رَواهُ الزُواة مِن أَخْبارُ تِلْكَ
55,وَمِن السُيّاحِ الَّذِينَ اِخْتَلَطُوا بِقَبائِل بِلادِ العَرَبِ ،,وَمِن السُيّاحِ الَّذِينَ اِخْتَلَطُوا بِقَبائِل بِلادِ العَرَبِ ،
56,نُسْخَةً مِن كِتابِها وَقِيمَتُها خَمْسمائَة وَخَمْسَةِ وَأَرْبَعُونَ مِلْيُونِ,نُسْخَةَ مِن كِتابِها وَقِيمَتُها خَمْسمائَة وَخَمْسَةِ وَأَرْبَعُونَ مِلْيُونِ
57,الجَوِّيَّةِ وَمِن أَشِعَّة شَمْس مُحْرَقَةٍ مُنْهِكه وَمِن إِشْعاع,الجَوِّيَّةِ وَمِن أَشِعَّة شَمْس مُحْرَقَةٍ مُنْهِكه وَمِن إِشْعاع
58,المُمَيَّزَةِ بِشَكْلٍ واضح. وَهٰذا مِن وِجْهَةِ نَظَرِنا ما,المُمَيَّزَةِ بِشَكْلٍ واضح. وَهٰذا مِن وِجْهَةِ نَظَرِنا ما
59,فِي ذٰلِكَ العامِّ وَهٰذا يَعُود أَساساً إِلَى شِدَّةٍ,فِي ذٰلِكَ العامِّ وَهٰذا يَعُود أَساساً إِلَى شِدَّةٍ
60,"وَأَمّا ""الخنفري""، صاحِبِ السجل، فَهُوَ ""محمد بِن إِبّان","وَأَمّا ""الخنفري""، صاحِبِ السجل، فَهُوَ ""محمد بِن إِبّان"
61,الفَنِّ جَرْحَى فَنِّ الأَداءِ وَهُوَ التَمْثِيلِ وَفَنٍّ الإِخْراج,الفَنِّ جَرْحَى فَنِّ الأَداءِ وَهُوَ التَمْثِيلِ وَفَنٍّ الإِخْراج
62,إِلَى عَثَرَ جِيئَة وَذَهاباً إِلّا أَنَّهُ يَضَع العَرْضِ,إِلَى عَثَرَ جِيئَة وَذَهاباً إِلّا أَنَّهُ يَضَع العَرْضِ
63,الصِحِّيَّةِ فِي المَدارِسِ القائِمَةِ وَالمَدارِسِ الجديده، بِناءَ المَدارِسِ,الصِحِّيَّةِ فِي المَدارِسِ القائِمَةِ وَالمَدارِسِ الجديده، بِناءَ المَدارِسِ
64,يُرَكِّز أَصْحابِ هٰذِهِ النَظَرِيَّةِ عَلَى أَنَّ شِدَّة الأَشِعَّة,يُرَكِّز أَصْحاب هٰذِهِ النَظَرِيَّة عَلَى أَنَّ شِدَّة الأَشِعَّة
65,تَعاوُنٍ المَعْهَدِ مَعَ قِسْمِ اللُغَةِ الصِينِيَّةِ بِجامِعَةِ القاهِرَة,تَعاوُنٍ المَعْهَدِ مَعَ قِسْمِ اللُغَةِ الصِينِيَّةِ بِجامِعَةِ القاهِرَة
66,وَقَد بَقِيَت بِعَضِّ المَواضِع المَذْكُورَة تَسْتَغِلّ مَعادِنها فِي,وَقَد بَقِيَت بِعَضِّ المَواضِع المَذْكُورَة تَسْتَغِلّ مَعادِنها فِي
67,لِهٰذا فَإِنَّ المُدَّةِ المُقَدَّرَةِ لَنُضُوبه هِيَ مِائَةِ وَخَمْسَةِ,لِهٰذا فَإِنَّ المُدَّةِ المُقَدَّرَةِ لَنُضُوبه هِيَ مِائَةِ وَخَمْسَةِ
68,خَمْسمائَة نُسْخَةً فِي عامَ أَلْفَ وَتِسْعمائَة وَسَبْعَةِ وتسعون،,خَمْسمائَة نُسْخَةً فِي عامَ أَلْفَ وَتِسْعمائَة وَسَبْعَةِ وتسعون،
69,مَجْمَعِ مَعَ نِظامِ تَشْغِيلِ النَوافِذ (وندوز)، وَمِن ثُمَّ,مَجْمَعِ مَعَ نِظامِ تَشْغِيلِ النَوافِذ (وندوز)، وَمِن ثُمَّ
70,آل نَصْر المتاخرين، وَبِعَضِّ الأَخْبار المنعلقه بهم، أَمّا,آل نَصْر المتاخرين، وَبِعَضِّ الأَخْبار المتعلقه بهم، أَمّا
71,كما أسس الترك,كما أسس الترك
72,مِن جلده! فَلَمّا رَأَى فَرَحِهِ قَد تُضاعِف قال:,مِن جلده! فَلَمّا رَأَى فَرَحِهِ قَد تُضاعِف قال:
73,مِن ناحِيَةٍ وَفِي لِيبِيا مِن ناحِيَةٍ اخري، عَلَى,مِن ناحِيَةٍ وَفِي لِيبِيا مِن ناحِيَةٍ اخري، عَلَى
74,الأَسالِيبِ وَالاِبْتِكارات وَالصِناعاتِ وَالتَقْنِيَّةِ ثُمَّ تَحْوِيرها وَتَطْوِيرِها بِما,الأَسالِيبِ وَالاِبْتِكارات وَالصِناعاتِ وَالتَقْنِيَّةِ ثُمَّ تَحْوِيرها وَتَطْوِيرِها بِما
75,عَن طَرِيقِ الأَشِعَّة الكَوْنِيَّة الَّتِي تَمُرّ بِالغِلاف الجَوِّيِّ,عَن طَرِيقِ الأَشِعَّة الكَوْنِيَّة الَّتِي تَمُرّ بِالغِلاف الجَوِّيِّ
76,صُور المادَّةُ الرقميه، مِن مِلَفّاتِ تَتَضَمَّن مَخْطُوطاتِ غَيْرِ,صُور المادَّةُ الرقميه، مِن مِلَفّاتِ تَتَضَمَّن مَخْطُوطاتِ غَيْرِ
77,ناتِجا عَن قُوَّةٍ نُمُوِّ الأَصْلِ وَالأَصْناف المُسْتَخْدَمَةِ مِن,ناتِجا عَن قُوَّةٍ نُمُوِّ الأَصْلِ وَالأَصْناف المُسْتَخْدَمَةِ مِن
78,الجَدْوَلُ أَيْض أَنَّ مُكافَحَةِ الحشائش بِدُونِ اِسْتِخْدام,الجَدْوَلُ أَيْض أَنَّ مُكافَحَةِ الحشائش بِدُونِ اِسْتِخْدام
79,الشرقيه، وَلَعَلَّهُ كانَ تاجِرا مِن التُجّارِ الَّذِينَ كانُوا,الشرقيه، وَلَعَلَّهُ كانَ تاجرا مِن التُجّارِ الَّذِينَ كانُوا
80,لٰكِنَّ دُوَلِ الخَلِيجِ خِلافاً لِدُوَلِ أُخْرَى كَثِيرَةٍ مازالَت,لٰكِنَّ دُوَلِ الخَلِيجِ خِلافاً لِدُوَلِ أُخْرَى كَثِيرَةٍ مازالَت
81,يَتَّضِح مِن البَياناتِ الواره بِنَفْسِ الجَدْوَلُ أَنَّ أَكْثَرَ,يَتَّضِح مِن البَياناتِ الواره بِنَفْسِ الجَدْوَلُ أَنَّ أَكْثَرَ
82,رطبه والاخرى صحراويه الى ظروف تتسم بتقلب المناخ,رطبها والاخرى صحراويه الى ظروف تتسم بتقلب المناخ
83,وَنَتِيجَة لِكَوْنِ هٰذا الغازِ لا يَشْتَعِل وَلا يُساعِد,وَنَتِيجَة لِكَوْنِ هٰذا الغازِ لا يَشْتَعِل وَلا يُساعِد
84,فِي البدايه، ثُمَّ مُحاكاة التَرْكِيبُ وَتَعْلَم الروح. إِذا,فِي البدايه، ثُمَّ مُحاكاة التَرْكِيبُ وَتَعْلَم الروح. إِذا
85,اِعْتَمَدَ مُؤْتَمَرٍ رِيُو دِي جانيرو، أَو ما يُسَمَّى,اِعْتَمَدَ مُؤْتَمَرٍ رِيُو دِي جانيرو، أَو ما يُسَمَّى
86,المَرْئِيّات العالِيَة الوُضُوحِ فِي الصين، وَيَعْتَقِدانِهِ أَحْدَثِ,المَرْئِيّات العالِيَة الوُضُوحِ فِي الصين، وَيَعْتَقِدانِهِ أَحْدَثِ
87,وَالسِتِّينَ,وَالسِتِّينَ
88,طَوِيلٍ,طَوِيلٍ
89,وَالكَلَأ فَهُم رَحَلَ فَحَيْثُ ما تَسْقُط الأَمْطارِ يَتَنَقَّلُونَ,وَالكَلَأ فَهُم رَحَلَ فَحَيْثُ ما تَسْقُط الأَمْطارِ يَتَنَقَّلُونَ
90,لِأُفَضِّل المبيعات. كانَت تِلْكَ واحِدَةٍ مِن اللَحَظاتِ الهامه.,لِأُفَضِّل المبيعات. كانَت تِلْكَ واحِدَةٍ مِن اللَحَظاتِ الهامه.
91,وَقَد اِعْتَبَرَ فَرَجِي أَنَّ النِظامِ الامثلللزراعه هُوَ الَّذِي,وَقَد اِعْتَبَرَ فَرَجِي أَنَّ النِظامِ الامثلللزراعه هُوَ الَّذِي
92,اليَمَنِ الشَرْقِيَّة ، كَما أَسْلَفَنا إِذ لا شَيْء,اليَمَنِ الشَرْقِيَّة ، كَما أَسْلَفَنا إِذ لا شَيْء
93,السياق، يَجْدُر التَأْكِيدُ عَلَى ضَرُورَةِ ننسيق جَمِيعِ هٰذِهِ,السياق، يَجْدُر التَأْكِيدُ عَلَى ضَرُورَةِ ننسيق جَمِيعِ هٰذِهِ
94,يَتَأَدَّب فِيهِ وَيَتَعَلَّم الطاعَةَ,يَتَأَدَّب فِيهِ وَيَتَعَلَّم الطاعَةَ
95,وَإِذا كانَ القُدامَى قَد أَخْطَأُوا فِي فَهُم مَعْنَى,وَإِذا كانَ القُدامَى قَد أَخْطَأُوا فِي فَهُم مَعْنَى
96,ظاهِرَةِ البيدو. مِن المُلاحَظِ أَنَّ اللاشعه الشَمْسِيَّةُ تَسْقُط,ظاهِرَةِ البيدو. مِن المُلاحَظِ أَنَّ اللاشعه الشَمْسِيَّةُ تَسْقُط
97,داعَبَت أَحَدُ المَكْتَباتِ بِلَنْدَن قُرّاءها بِنافِذَة عَرَضَ كبيره:,داعَبَت أَحَدُ المَكْتَباتِ بِلَنْدَن قُرّاءها بِنافِذَة عَرَضَ كبيره:
98,كُلُّها فِي ذٰلِكَ الوَطَنِ الجَدِيدِ,كُلُّها فِي ذٰلِكَ الوَطَنِ الجَدِيدِ
99,التَساؤُلاتِ العَمِيقَةِ القادِرَةِ عَلَى بَلْوَرَةِ المَشارِيعِ الكُبْرِي,التَساؤُلاتِ العَمِيقَةِ القادِرَةِ عَلَى بَلْوَرَةِ المَشارِيعِ الكُبْرِي
100,عطعوط وَهِلال خازِن عَفِيف للحج. بَدَأَت قَوافِلَ الحَجِيج حاجّ أَثْرَ,عطعوط وَهِلال خازِن عَفِيف للحج. بَدَأَت قَوافِلَ الحَجِيج حاجّ أَثْرَ
101,وَلِتُشْبَع نَفْسِها بُعْدَ جَوَّعَ وعطش. وَتَفْرَح الابل، وَيُدِر,وَلِتُشْبَع نَفْسِها بُعْدَ جَوَّعَ وعطش. وَتَفْرَح الابل، وَيُدِر
102,لِلإِقامَة فِي بُيُوتِهِم وَتَناوَلَ طعامهم. لاحَظَت ما لِيَ,لِلإِقامَة فِي بُيُوتِهِم وَتَناوَلَ طعامهم. لاحَظَت ما لِيَ
103,التَنافُسِ فِي تَقْدِيمِ كُلِّ جَدِيدٍ بِاللُغَةِ المَحَلِّيَّةِ,التَنافُسِ فِي تَقْدِيم كُلِّ جَدِيدٍ بِاللُغَةِ المَحَلِّيَّةِ
104,خ ض، ب س ش، ص غ ه,خ ض، ب س ش، ص غ ه
105,وَهُوَ مَلِكِ مِن مُلُوكُ قتبان. وَهٰكَذا بِالنِسْبَةِ إِلَى,وَهُوَ مَلِكِ مِن مُلُوكُ قتبان. وَهٰكَذا بِالنِسْبَةِ إِلَى
106,المَوْجُودَةِ عَلَى سَطْحِ الأَرْضِ وَكَمِّيَّةٌ الأَراضِي المَزْرُوعَةِ وَأَخِيرا,المَوْجُودَةِ عَلَى سَطْحِ الأَرْضِ وَكَمِّيَّةٌ الأَراضِي المَزْرُوعَةِ وَأَخِيرا
107,بَدْء أَعْمالٍ خاصّه فِي الريف، معترحا فِي هٰذا,بَدْء أَعْمالٍ خاصّه فِي الريف، معترحا فِي هٰذا
108,مُشْمِس دراق، غيظ، ناء ،بث ،نسر,مُشْمِس دراق، غيظ، ناء ،بث ،نسر
109,اِسْتِعْمالُها فِي مُؤَلِّفات الهمداني,اِسْتِعْمالُها فِي مُؤَلِّفات الهمداني
110,فِي مناسباتها، وَأَنَّ أَخْباراً خَلَقَت خلقا،,فِي مناسباتها، وَأَنَّ أَخْباراً خَلَقَت خلقا،
111,فِي الأَوْزار وَالآثامِ وَهُوَ كَذٰلِكَ الاِمْتِناعِ عَن فِعْلٍ,فِي الأَوْزار وَالآثارِ وَهُوَ كَذٰلِكَ الاِمْتِناعِ عَن فِعْلٍ
112,مِن اِخْتِلاف أَيْدِي الكِتابِ فِي رَسْمِ الحُرُوفُ وَنُقِرّها,مِن اِخْتِلاف أَيْدِي الكِتابِ فِي رَسْمِ الحُرُوفُ وَنُقِرّها
113,تُؤَدِّي الدَقائِقِ الصُلْبَةِ العالِقَةِ بِالهَواء دَوْراً ثانَوِيّا فِي,تُؤَدِّي الدَقائِقِ المُتْلَبَهِ العالِقَةِ بِالهَواء دَوْراً ثانَوِيّا فِي
114,والثلب، وَالظَلِيم والشاهين، وَبُعْدَ الشَأْو وَالقَطّامِيّ وَنَحْوَ ذلك.,والثلب، وَالطَلِيم والشاهين، وَبُعْدَ الشَأْو وَالقَطّامِيّ وَنَحْوَ ذلك.
115,لهم، وَيَشْتَرُونَ مِن أَصْحابِ تَكَّ السُفُنِ ما عِنْدَهُم,لهم، وَيَشْتَرُونَ مِن أَصْحابِ تَكَّ السُفُنِ ما عِنْدَهُم
116,رقيقه، تَتَبَعْثَر فَيُظْهَر مِن خِلالَ فَجَواتها وَجْهِ الأَرْضِ,رقيقه، تَتَبَعْثَر فَيُظْهَر مِن خِلالَ فَجَواتها وَجْهِ الأَرْضِ
117,وَكانَ,وَكانَ
118,التَصَرُّفِ بَلَغَتْهُ وَسَلَكَ أَلْفاظها بِطُرُقٍ تُؤَدِّي غَرَضَهُ وَتُعَبِّر,التَصَرُّفِ بَلَغتْهُ وَسَلَكَ أَلْفاظها بِطُرُقٍ تُؤَدِّي غَرَضَهُ وَتُعَبِّر
119,"حَفْرِ الرَسْمُ عَلَى الخشب"". وَعَلَى مَدَى أَكْثَرَ","حَفْرِ الرَسْمُ عَلَى الخشب"". وَعَلَى مَدَى أَكْثَرَ"
120,لِتُقابِل الاِحْتِياجاتِ المَعْرِفِيَّة والمهاريه لِلزَرّاع فِي مَجالاتِ الزِراعَةِ,لِتُقابِل الاِحْتِياجاتِ المَعْرِفِيَّة والمهاريه لِلزَرّاع فِي مَجالاتِ الزِراعَةِ
121,أُسْرَتَيَّ تانغ وسونغ، حَيْثُ كانَت السِلَعِ الرَئِيسِيَّةِ الَّتِي,أُسْرَتَيَّ تانغ وسونغ، حَيْثُ كانَت السِلَعِ الرَئِيسِيَّةِ الَّتِي
122,الدِيمُوغرافِيِّ فَإِنَّ العَدَدَ المُطْلَقِ لِلفُقَراءِ اِسْتَقَرَّ فِي خَمْسَةِ,الدِيمَوغرافِيِّ فَإِنَّ العَدَد المَطْلَقِ لِلفَقَراءِ اِسْتَقَرَّ فِي خَمْسَةِ
123,كانَ ماو يُخَصَّص وَقْتاً لَقِراءَة أَعْمالٍ مَطْبُوعه بِالحَكّ,كانَ ماو يُخَصَّص وَقْتاً لَقِراءَة أَعْمالٍ مَطْبُوعه بِالحَكّ
124,الأَرْضِ وَعِنْدَما تَصِل إِلَى طَبَقَةٌ الستراتوسفير، تَتَمَكَّن الأَشِعَّةُ,الأَرْضِ وَعِنْدَما تَصِل إِلَى طَبَقَةٌ الستراتوسفير، تَتَمَكَّن الأَشِعَّةُ
125,جُزْء لَعَقاقِير الأَعْشابُ,جُزْء لَعَقاقِير الأَعْشابُ
126,لها. وَ أَنَّ مِثْلَ هٰذِهِ الجامِعاتِ لا تُلْحِق,لها. وَ أَنَّ مِثْلَ هٰذِهِ الجامِعاتِ لا تُلْحِق
127,الباديه، المُتَحَكِّمَةِ فِيها تَحْكُم الجُنُودِ فِي القِلاع وَبِعَضِّ,الباديه، المُتَحَكِّمَةِ فِيها تَحْكُم الجُنُودِ فِي القِلاع وَبِعَضِّ
128,"عدي"" وَ ""ابي البختري""","عدي"" وَ ""ابي البختري"""
129,عِشْرِينَ نَوْعاً أَو سِلاله جغرافيه، وَهِيَ الَّتِي يَعْتَمِد,عِشْرِينَ نَوْعاً أَو سِلاله جغرافيه، وَهِيَ الَّتِي يَعْتَمِد
130,وَسَجَّلَ مَيّاسات وَمَلامِحُ الأَجْسامِ وَما إِلَى دَلَّكَ,وَسَجَّلَ مَيّاسات وَمَلامِحُ الأَجْسامِ وَما إِلَى دَلَّكَ
