,text,prediction
524,"عليه وسلم كان يصلي قبل الظهر ركعتين وبعدها ركعتين وبعد المغرب ركعتين في بيته وبعد
","عليه وسلم كان يصلي قبل الظهر ركعتين وبعدها ركعتين وبعد المغرب ركعتين في بيته وبعد
"
525,"أيوب الأنصاري قال قال رسول الله صلى الله عليه وسلم إذا أتى أحدكم الغائط فلا يستقبل القبلة
","أيوب الأنصاري قال قال رسول الله صلى الله عليه وسلم إذا أتى أحدكم الغائط فلا يستقبل القبلة
"
526,"بن عبد الرحمن أن أبا هريرة قال سمعت رسول الله صلى الله عليه وسلم يقول تفضل صلاة الجميع
",بن عبد الرحمن أن أبا هريرة قال سمعت رسول الله صلى الله عليه وسلم يقول تفضل صلاة الجميع
527,"فقال ألا وقول الزور فما زال يكررها وقال بن عمر قال النبي صلى الله عليه وسلم هل بلغت ثلاثا
","فقال ألا وقول الزور فما زال يكررها وقال بن عمر قال النبي صلى الله عليه وسلم هل بلغت ثلاثا
"
528,"يقول سمعت أبا هريرة يقول قال رسول الله صلى الله عليه وسلم صلاة الرجل في الجماعة تضعف على
",يقول سمعت أبا هريرة يقول قال رسول الله صلى الله عليه وسلم صلاة الرجل في الجماعة تضعف على
529,"بتور من ماء فكفأ على يديه فغسلهما ثلاث مرار ثم أدخل يده في التور فمضمض واستنثر ثلاث
",بتور من ماء فكفأ على يديه فغسلهما ثلاث مرار ثم أدخل يده في التور فمضمض واستنثر ثلاث
530,"محمد أن عباد بن تميم أخبره أن عبد الله بن زيد الأنصاري أخبره أن النبي صلى الله عليه وسلم
",محمد أن عباد بن تميم أخبره أن عبد الله بن زيد الأنصاري أخبره أن النبي صلى الله عليه وسلم
531,"وسلم كان في سفر فقرأ في العشاء في إحدى الركعتين بالتين والزيتون
","وسلم كان في سفر فقرأ في العشاء في إحدى الركعتين بالتين والزيتون
"
532,"الرجال والنساء يتوضؤون في زمان رسول الله صلى الله عليه وسلم جميعا
",الرجال والنساء يتوضؤون في زمان رسول الله صلى الله عليه وسلم جميعا
533,"ثم عرج بي حتى ظهرت لمستوى أسمع فيه صريف الأقلام قال بن حزم وأنس بن مالك قال النبي صلى
",ثم عرج بي حتى ظهرت لمستوى أسمع فيه صريف الأقلام قال بن حزم وأنس بن مالك قال النبي صلى
534,"الأرض ثم عاد إلى المنبر ثم ركع ثم رفع رأسه ثم رجع القهقري حتى سجد بالأرض فهذا شأنه قال
",الأرض ثم عاد إلى المنبر ثم ركع ثم رفع رأسه ثم رجع القهقري حتى سجد بالأرض فهذا شأنه قال
535,"نفرتهم وأيس من الإيمان قال ردوهم علي وقال إني قلت مقالتي آنفا أختبر بها شدتكم على
","نفرتهم وأيس من الإيمان قال ردوهم علي وقال إني قلت مقالتي آنفا أختبر بها شدتكم على
"
536,"أبي سعيد المقبري عن أبي هريرة عن النبي صلى الله عليه وسلم قال إن الدين يسر ولن يشاد
",أبي سعيد المقبري عن أبي هريرة عن النبي صلى الله عليه وسلم قال إن الدين يسر ولن يشاد
537,"غيره عثمان فزاد فيه زيادة كثيرة وبنى جداره بالحجارة المنقوشة والقصة وجعل عمده من
",غيره عثمان فزاد فيه زيادة كثيرة وبنى جداره بالحجارة المنقوشة والقصة وجعل عمده من
538,"وقال أبو برزة كان النبي صلى الله عليه وسلم يستحب تأخيرها
",وقال أبو برزة كان النبي صلى الله عليه وسلم يستحب تأخيرها
539,"يمرها كذلك على الرأس حتى مست إبهامه طرف الأذن مما يلي الوجه على الصدغ وناحية اللحية لا
",يمرها كذلك على الرأس حتى مست إيهامه طرف الأذن مما يلي الوجه على الصدغ وناحية اللحية لا
540,"تعالى عنه بينما هو يخطب يوم الجمعة إذ دخل رجل فقال عمر لم تحتبسون عن الصلاة فقال
",تعالى عنه بينما هو يخطب يوم الجمعة إذ دخل رجل فقال عمر لم تحتبسون عن الصلاة فقال
541,"الأرض مسجدا وطهورا فأيما رجل من أمتي أدركته الصلاة فليصل وأحلت لي المغانم ولم تحل لأحد
",الأرض مسجدا وطهورا فأيما رجل من أمتي أدركته الصلاة فليصل وأحلت لي المغانم ولم تحل لأحد
542,"قتادة حدثه أنه سمع عبيد الله الخولاني أنه سمع عثمان بن عفان يقول عند قول الناس فيه حين
","قتادة حدثه أنه سمع عبيد الله الخولاني أنه سمع عثمان بن عفان يقول عند قول الناس فيه حين
"
543,"خفيفتين قبل صلاة الفجر بعد أن يستبين الفجر ثم اضطجع على شقه الأيمن حتى يأتيه المؤذن
",خفيفتين قبل صلاة الفجر بعد أن يستبين الفجر ثم اضطجع على شقه الأيمن حتى يأتيه المؤذن
544,"الربيع قال سمعت عتبان بن مالك الأنصاري قال استأذن النبي صلى الله عليه وسلم فأذنت له
","الربيع قال سمعت عتبان بن مالك الأنصاري قال استأذن النبي صلى الله عليه وسلم فأذنت لم
"
545,"أرأيت الركعتين قبل صلاة الغداة أطيل فيهما القراءة فقال كان النبي صلى الله عليه وسلم
","أرأيت الركعتين قبل صلاة الغداة أطيل فيهما القراءة فقال كان النبي صلى الله عليه وسلم
"
546,"كان يرى عبد الله بن عمر رضى الله تعالى عنهما يتربع في الصلاة إذا جلس ففعلته وأنا يومئذ
","كان يرى عبد الله بن عمر رضى الله تعالى عنهما يتربع في الصلاة إذا جلس ففعلته وأنا يومئذ
"
547,"يعلمون ما فيهما لأتوهما ولو حبوا لقد هممت أن آمر المؤذن فيقيم ثم آمر رجلا يؤم الناس ثم
",يعلمون ما فيهما لأَتوهما ولو حبوا لقد هممت أن آمر المؤذن فيقيم ثم آمر رجلا يؤم الناس ثم
548,"سمعت أبا أمامة يقول صلينا مع عمر بن عبد العزيز الظهر ثم خرجنا حتى دخلنا على أنس بن
","سمعت أبا أمامة يقول صلينا مع عمر بن عبد العزيز الظهر ثم خرجنا حتى دخلنا على أنس بن
"
549,"ظهر بيتنا فرأيت رسول الله صلى الله عليه وسلم قاعدا على لبنتين مستقبل بيت المقدس
","ظهر بيتنا فرأيت رسول الله صلى الله عليه وسلم قاعدا على لبنتين مستقبل بيت المقدس
"
550,"في الاثنتين ويفعل ذلك في كل ركعة حتى يفرغ من الصلاة ثم يقول حين ينصرف والذي نفسي بيده
",في الأشنتين ويفعل ذلك في كل ركعة حتى يفرخ من الصلاة ثم يقول حين ينصرف والذي نفسي بيده
551,"دمت في مقامي هذا فأكثر الناس في البكاء وأكثر أن يقول سلوني فقام عبد الله بن حذافة
","دمت في مقامي هذا فأكثر الناس في البكاء وأكثر أن يقول سلوني فقام عبد الله بن حذافة
"
552,"على السرير فتكون لي الحاجة فأكره أن أستقبله فأنسل انسلالا وعن الأعمش عن إبراهيم عن
","على السرير فتكون لي الحاجة فأكره أن أستقبله فأنسل انسلالا وعن الأعمش عن إبراهيم عن
"
553,"وهلكت البهائم فادع الله أن يسقينا فقال اللهم اسقنا مرتين وأيم الله ما نرى في السماء قزعة
","وهلكت البهائم فادع الله أن يسقينا فقال اللهم اسقنا مرتين وأيم الله ما نرى في السماء قزعة
"
554,"شعبة عن عبد الملك بهذا عن الحكم عن القاسم بن مخيمرة عن وراد بهذا وقال الحسن الجد
","شعبة عن عبد الملك بهذا عن الحكم عن القاسم بن مخيمرة عن وراد بهذا وقال الحسن الجد
"
555,"الخيمة ما هذا الذي يأتينا من قبلكم فإذا سعد يغذو جرحه دما فمات فيها
","الخيمة ما هذا الذي يأتينا من قبلكم فإذا سعد يغذو جرحه دما فمات فيها
"
556,"فأجلسه رسول الله صلى الله عليه وسلم في حجره فبال على ثوبه فدعا بماء فنضحه ولم يغسله
","فأجلسه رسول الله صلى الله عليه وسلم في حجره فبال على ثوبه فدعا بماء فنضحه ولم يغسله
"
557,"بني إسرائيل فسئل أي الناس أعلم فقال أنا أعلم فعتب الله عليه إذ لم يرد العلم إليه فأوحى
","بني إسرائيل فسئل أي الناس أعلم فقال أنا أعلم فعتب الله عليه إذ لم يرد العلم إليه فأوحى
"
558,"فصلى جالسا وصلى وراءه قوم قياما فأشار إليهم أن اجلسوا فلما انصرف قال إنما جعل الإمام
","فصلى جالسا وصلى وراءه قوم قياما فأشار إليهم أن اجلسوا فلما انصرف قال إنما جعل الإمام
"
559,"بن يزيد أن الذي زاد التأذين الثالث يوم الجمعة عثمان بن عفان رضى الله تعالى عنه حين
",بن يزيد أن الذي زاد التأذين الثالث يوم الجمعة عثمان بن عفان رضى الله تعالى عنه حين
560,"إذا كنا بالصهباء صلى لنا رسول الله صلى الله عليه وسلم العصر فلما صلى دعا بالأطعمة فلم يؤت
",إذا كنا بالصهباء صلى لنا رسول الله صلى الله عليه وسلم العصر فلما صلى دعا بالأطعمة فلم يؤت
561,"إسرائيل جاءه رجل فقال هل تعلم أحدا أعلم منك قال موسى لا فأوحى الله إلى موسى بلى عبدنا
",إسرائيل جاءه رجل فقال هل تعلم أحدا أعلم منك قال موسى لا فأوحى الله إلى موسى بلى عبدنا
562,"نساء المؤمنين لا يعرفن من الغلس أو لا يعرفن بعضهن بعضا
",نساء المؤمنين لا يعرفن من الغلس أو لا يعرفن بعضهن بعضا
563,"صلى الله عليه وسلم فقام أناس يصلون بصلاته فأصبحوا فتحدثوا بذلك فقام ليلة الثانية فقام
","صلى الله عليه وسلم فقام أناس يصلون بصلاته فأصبحوا فتحدثوا بذلك فقام ليلة الثانية فقام
"
564,"قال النبي صلى الله عليه وسلم لا يزال العبد في صلاة ما كان في المسجد ينتظر الصلاة ما لم
","قال النبي صلى الله عليه وسلم لا يزال العبد في صلاة ما كان في المسجد ينتظر الصلاة ما لم
"
565,"باب هل على من لم يشهد الجمعة غسل من النساء والصبيان وغيرهم
","باب هل على من لم يشهد الجمعة غسل من النساء والصبيان وغيرهم
"
566,"ونسك نسكنا فقد أصاب النسك ومن نسك قبل الصلاة فتلك شاة لحم فقام أبو بردة بن نيار فقال
","ونسك نسكنا فقد أصاب النسك ومن نسك قبل الصلاة فتلك شاة لحم فقام أبو بردة بن نيار فقال
"
567,"عبد الرحمن أنهما أخبراه عن أبي هريرة أن النبي صلى الله عليه وسلم قال إذا أمن الإمام
","عبد الرحمن أنهما أخبراه عن أبي هريرة أن النبي صلى الله عليه وسلم قال إذا أمن الإمام
"
568,"بحينة أن النبي صلى الله عليه وسلم كان إذا صلى فرج بين يديه حتى يبدو بياض إبطيه وقال
","خجنة أن النبي صلى الله عليه وسلم كان إذا صلى فرج بين يديه حتى يبدو بياض إبطيه وقال
"
569,"العشاء التي تدعونها العتمة وكان يكره النوم قبلها والحديث بعدها وكان ينفتل من صلاة
",العشاء التي تدعونها العتمة وكان يكره النوم قبلها والحديث بعدها وكان ينفتِل من صلاة
570,"عبيد عن بشير بن يسار قدم علينا أنس بن مالك المدينة بهذا
",عبيد عن بشير بن يسار قدم علينا أنس بن مالك المدينة بهذا
571,"فانطلق إلى نخل قريب من المسجد فاغتسل ثم دخل المسجد فقال أشهد أن لا إله إلا الله وأن محمدا
",فانطلق إلى نخل قريب من المسجد فاغتسل ثم دخل المسجد فقال أشهد أن لا إله إلا الله وأن محمدا
572,"فمن فعل ذلك فقد أصاب سنتنا ومن ذبح قبل أن يصلي فإنما هو لحم عجله لأهله ليس من النسك
",فمن فعل ذلك فقد أصاب سنتنا ومن ذبح قبل أن يصلي فإنما هو لحم عجله لأهله ليس من النسك
573,"يجلس حتى قال أين تحب أن أصلي من بيتك فأشار إليه من المكان الذي أحب أن يصلي فيه فقام
","بحجلس حتى قال أين تحب أن أصلي من بيتك فأشار إليه من المكان الذي أحب أن يصلي فيه فقام
"
574,"صلى النبي صلى الله عليه وسلم الظهر خمسا فقالوا أزيد في الصلاة قال وما ذاك قالوا صليت
",صلى النبي صلى الله عليه وسلم الظهر خمسا فقالوا أزيد في الصلاة قال وما ذاك قالوا صليت
575,"الصلاة طرفي النهار وزلفا من الليل إن الحسنات يذهبن السيئات فقال الرجل يا رسول الله ألي
",الصلاة طرفي النهار وزلفا من الليل إن الحسنات يذهبن السيئات فقال الرجل يا رسول الله ألي
576,"أيديهم وأرجلهم وسمرت أعينهم وألقوا في الحرة يستسقون فلا يسقون قال أبو قلابة فهؤلاء
",أيديهم وأرجلهم وسمرت أعينهم وألقوا في الحرة يستسقون فلا يسقون قال أبو قلابة فهؤلاء
577,"عليه وسلم فركب راحلته فخطب فقال إن الله حبس عن مكة القتل أو الفيل شك أبو عبد الله وسلط
","عليه وسلم فركب راحلته فخطب فقال إن الله حبس عن مكة القتل أو الفيل شك أبو عبد الله وسلط
"
578,"ذكرني هذا صلاة محمد صلى الله عليه وسلم أو قال لقد صلى بنا صلاة محمد صلى الله عليه وسلم
",ذكرني هذا صلاة محمد صلى الله عليه وسلم أو قال لقد صلى بنا صلاة محمد صلى الله عليه وسلم
579,"على عسيب معه فمر بنفر من اليهود فقال بعضهم لبعض سلوه عن الروح وقال بعضهم لا تسألوه لا
",على عسيب معه فمر بنفر من اليهود فقال بعضهم لبعض سلوه عن الروح وقال بعضهم لا تسألوه لا
580,"سأله رجل عن اللقطة فقال اعرف وكاءها أو قال وعاءها وعفاصها ثم عرفها سنة ثم استمتع بها
","سأله رجل عن اللقطة فقال اعرف وكاءها أو قال وعاءها وعفاصها ثم عرفها سنة ثم استمتع بها
"
581,"الثوب بين يديها قال لها تعلمين ما رزئنا من مائك شيئا ولكن الله هو الذي أسقانا فأتت
","الثوب بين يديها قال لها تعلمين ما رزئنا من مائك شيئا ولكن الله هو الذي أسقانا فأتت
"
582,"وإقام الصلاة وإيتاء الزكاة وصيام رمضان وأن تعطوا من المغنم الخمس ونهاهم عن أربع عن
",وبِإِقَامِ الصلاة وإيتاء الزكاة وصيام رمضان وأن تعطوا من المغنم الخمس ونهاهم عن أربع عن
583,"قالت أصيب سعد يوم الخندق في الأكحل فضرب النبي صلى الله عليه وسلم خيمة في المسجد ليعوده
",قالت أصيب سعد يوم الخندق في الأكحل فضرب النبي صلى الله عليه وسلم خيمة في المسجد ليعوده
584,"منه وكان بن عمر يوضع له الطعام وتقام الصلاة فلا يأتيها حتى يفرغ وإنه ليسمع قراءة الإمام
","منه وكان بن عمر يوضع له الطعام وتقام الصلاة فلا يأتيها حتى يفرغ وإنه ليسمع قراءة الإمام
"
585,"وسلم فلما رفع رأسه من الركعة قال سمع الله لمن حمده قال رجل وراءه ربنا ولك الحمد حمدا
",وسلم فلما رفع رأسه من الركعة قال سمع الله لمن حمده قال رجل وراءه ربنا ولك الحمد حمدا
586,"أم سلمة قالت بينا أنا مع النبي صلى الله عليه وسلم مضطجعة في خميلة حضت فانسللت فأخذت
",أم سلمة قالت بينا أنا مع النبي صلى الله عليه وسلم مضطجعة في خميلة حضت فانسللت فأخذت
587,"يجتاز بين يديه فدفع أبو سعيد في صدره فنظر الشاب فلم يجد مساغا إلا بين يديه فعاد
","يجتاز بين يديه فدفع أبو سعيد في صدره فنظر الشاب فلم يجد مساغا إلا بين يديه فعاد
"
588,"قال أما بعد وقالت ولغط نسوة من الأنصار فانكفأت إليهن لأسكتهن فقلت لعائشة ما قال قالت
","قال أما بعد وقالت ولغط نسوة من الأنصار فانكفأت إليهن لأسكتهن فقلت لعائشة ما قال قالت
"
589,"بني زهرة وكانت تدخل على أزواج النبي صلى الله عليه وسلم وقال شعيب عن الزهري حدثتني هند
","بني زهرة وكانت تدخل على أزواج النبي صلى الله عليه وسلم وقال شعيب عن الزهري حدثتني هند
"
590,"ثم أفرغ على شماله فغسل مذاكيره ثم مسح يده بالأرض ثم مضمض واستنشق وغسل وجهه ويديه ثم
",ثم أفرغ على شماله فغسل مذاكيره ثم مسح يده بالأرض ثم مضمض واستنشق وغسل وجهه ويديه ثم
591,"صلى الله عليه وسلم قال له في حجة الوداع استنصت الناس فقال لا ترجعوا بعدي كفارا يضرب
","صلى الله عليه وسلم قال له في حجة الوداع استنصت الناس فقال لا ترجعوا بعدي كفارا يضرب
"
592,"رسول الله صلى الله عليه وسلم كان إذا خرج يوم العيد أمر بالحربة فتوضع بين يديه فيصلي إليها
",رسول الله صلى الله عليه وسلم كان إذا خرج يوم العيد أمر بالحربة فتوضع بين يديه فيصلي إليها
593,"كان رسول الله صلى الله عليه وسلم إذا اغتسل من الجنابة غسل يده
","كان رسول الله صلى الله عليه وسلم إذا اغتسل من الجنابة غسل يده
"
594,"صلى الله عليه وسلم فلما بلغت اللهم آمنت بكتابك الذي أنزلت قلت ورسولك قال لا ونبيك الذي
",صلى الله عليه وسلم فلما بلغت اللهم آمنت بكتابك الذي أنزلت قلت ورسولك قال لا ونبيك الذي
595,"اعتكف مع النبي صلى الله عليه وسلم فليرجع فإني أريت ليلة القدر وإني نسيتها وإنها في
",اغتكف مع النبي صلى الله عليه وسلم فليرجع فإني أريت ليلة القدر وإني نسيتها وإنها في
596,"الإذخر قال أبو عبد الله يقال يقاد بالقاف فقيل لأبي عبد الله أي شيء كتب له قال كتب له هذه
",الإذخر قال أبو عبد الله يقال يقاد بالقاف فقيل لأبي عبد الله أي شيء كتب له قال كتب له هذه
597,"ملأ سطوع يقرء تشدح نسكه خصتهم صئك إظ رؤى شعب دك آخ
","ملأ سطوع يقرء تشدح نسكه خصتهم صئك إظ رؤى شعب دك آخ
"
598,"فأوتر بواحدة توتر لك ما قد صليت قال الوليد بن كثير حدثني عبيد الله بن عبد الله أن بن عمر
",فأوتر بواحدة توتر لك ما قد صليت قال الوليد بن كثير حدثني عبيد الله بن عبد الله أن بن عمر
599,"تعالى عنهما قال كان رسول الله صلى الله عليه وسلم صلى نحو بيت المقدس ستة عشر أو سبعة عشر
","تعالى عنهما قال كان رسول الله صلى الله عليه وسلم صلى نحو بيت المقدس ستة عشر أو سبعة عشر
"
600,"رسول الله صلى الله عليه وسلم والناس وليسوا على ماء وليس معهم ماء فقالت عائشة فعاتبني أبو
",رسول الله صلى الله عليه وسلم والناس وليسوا على ماء وليس معهم ماء فقالت عائشة فعاتبني أبو
601,"نافع عن بن عمر رضى الله تعالى عنهما قال كان النبي صلى الله عليه وسلم يخطب قائما ثم يقعد
","نافع عن بن عمر رضى الله تعالى عنهما قال كان النبي صلى الله عليه وسلم يخطب قائما ثم يقعد
"
602,"الزبير أن عائشة زوج النبي صلى الله عليه وسلم قالت لم أعقل أبوي إلا وهما يدينان الدين
",الزبير أن عائشة زوج النبي صلى الله عليه وسلم قالت لم أعقل أبوي إلا وهما يدينان الدين
603,"أدركت ثلاثين من أصحاب النبي صلى الله عليه وسلم كلهم يخاف النفاق على نفسه ما منهم أحد
",أدركت ثلاثين من أصحاب النبي صلى الله عليه وسلم كلهم يخاف النفاق على نفسه ما منهم أحد
604,"مروا أبا بكر فليصل فصلى وخرج النبي صلى الله عليه وسلم يهادى بين رجلين كأني أنظر إليه
","مروا أبا بكر فليصل فصلى وخرج النبي صلى الله عليه وسلم يهادى بين رجلين كأني أنظر إليه
"
605,"فقال لامرأته يا أخت بني فراس ما هذا قالت لا وقرة عيني لهي الآن أكثر منها قبل ذلك بثلاث
","فقال لامرأته يا أخت بني فراس ما هذا قالت لا وقرة عيني لهي الآن أكثر منها قبل ذلك بثلاث
"
606,"عروة فوجد رسول الله صلى الله عليه وسلم في نفسه خفة فخرج فإذا أبو بكر يؤم الناس فلما رآه
","عروة فوجد رسول الله صلى الله عليه وسلم في نفسه خفة فخرج فإذا أبو بكر يؤم الناس فلما رآه
"
607,"وهلكت البهائم فادع الله أن يسقينا فقال اللهم اسقنا مرتين وأيم الله ما نرى في السماء قزعة
","وهلكت البهائم فادع الله أن يسقينا فقال اللهم اسقنا مرتين وأيم الله ما نرى في السماء قزعة
"
608,"ثم توضأ ولم يسبغ الوضوء فقلت الصلاة يا رسول الله فقال الصلاة أمامك فركب فلما جاء المزدلفة
",ثم توضأ ولم يسبغ الوضوء فقلت الصلاة يا رسول الله فقال الصلاة أمامك فركب فلما جاء المزدلفة
609,"ركعات ثم نام ثم قام ثم قال نام الغليم أو كلمة تشبهها ثم قام فقمت عن يساره فجعلني عن
","ركعات ثم نام ثم قام ثم قال نام الغليم أو كلمة تشبهها ثم قام فقمت عن يساره فجعلني عن
"
610,"الصلاة أريد أن أطول فيها فأسمع بكاء الصبي فأتجوز في صلاتي كراهية أن أشق على أمه تابعه
",الصلاة أريد أن أطول فيها فأسمع بكاء الصبي فأتجوز في صلاتي كراهية أن أشق على أمه تابعه
611,"من كذا وكذا أقبل يذكره ربه حتى إذا انتهت به الأماني قال الله تعالى لك ذلك ومثله معه قال
","من كذا وكذا أقبل يذكره ربه حتى إذا انتهت به الأماني قال الله تعالى لك ذلك ومثله معه قال
"
612,"قال ابسط رداءك فبسطته قال فغرف بيديه ثم قال ضمه فضممته فما نسيت شيئا بعده حدثنا
","قال ابسط رداءك فبسطته قال فغرف بيديه ثم قال ضمه فضممته فما نسيت شيئا بعده حدثنا
"
613,"كتابه قال أخبرنا سليمان الشيباني عن عبد الله بن شداد قال سمعت خالتي ميمونة زوج النبي
","كتابه قال أخبرنا سليمان الشيباني عن عبد الله بن شداد قال سمعت خالتي ميمونة زوج النبي
"
614,"وأنا منه بريئة وهو ذا هو قالت فجاءت إلى رسول الله صلى الله عليه وسلم فأسلمت قالت عائشة
","وأنا منه بريئة وهو ذا هو قالت فجاءت إلى رسول الله صلى الله عليه وسلم فأسلمت قالت عائشة
"
615,"بن المغيرة قال حدثنا حميد بن هلال العدوي قال حدثنا أبو صالح السمان قال رأيت أبا
","بن المغيرة قال حدثنا حميد بن هلال العدوي قال حدثنا أبو صالح السمان قال رأيت أبا
"
616,"بن دينار عن زيد بن أسلم عن عطاء بن يسار عن أبي هريرة أن رسول الله صلى الله عليه وسلم قال
",بن دينار عن زيد بن أسلم عن عطاء بن يسار عن أبي هريرة أن رسول الله صلى الله عليه وسلم قال
617,"عليه وسلم فقالت يا رسول الله إن الله لا يستحي من الحق هل على المرأة من غسل إذا هي احتلمت
",عليه وسلم فقالت يا رسول الله إن الله لا يستحي من الحق هل على المرأة من غسل إذا هي احتلمت
618,"باب من سئل علما وهو مشتغل في حديثه فأتم الحديث ثم أجاب السائل
","باب من سئل علما وهو مشتغل في حديثه فأتم الحديث ثم أجاب السائل
"
